Ce,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Target
39.97810694,7.668732595,21.77217392,0.55060803,130.1778995,47.21435558,617.7813705,225.2258624,1037.407182,214.012002,2216.681137,328.31217,0
45.1,2.38,3.54,1.27,16.91,4.51,49.6,18.2,82.6,16.1,161,34.3,1
37,0.65,1.69,0.66,11,4.4,58.2,24.1,132.7,35.5,412,91.7,1
5.137195303,5.260723404,22.42563393,2.547095653,191.3557559,68.84613666,707.1823225,193.6054574,794.9221074,132.6039324,1103.499414,170.9510407,0
14.86935426,3.018855037,6.617132775,0.769872295,39.07900341,13.77798551,172.6576895,63.57341106,298.0072679,58.34494177,529.2263359,94.44359606,0
1.46,2.31,2.2,0.14,5.12,1.09,8.84,4.1,14,3.55,31.7,5.46,0
9.84,6.72,11.3,0.33,48.8,15.8,166,57.2,246,50.1,508,87.2,0
28,3.54,6.11,0.48,32.6,11.6,130.3,47.2,215.5,43.9,386,72.9,1
68.1,3.15,5.6,1.62,31.2,10.5,119,45.1,193,42.6,354,75.8,1
1.475,1.254,4.02,0.077,25.06,10.04,118.39,39.47,153.48,34.37,353.72,63.4955,0
2.04,1.89,4.27,0.37,24.4,8.23,103,38.2,166,37.5,365,59.7,0
10.95802964,1.570007998,2.471965332,0.262002892,19.76619106,8.126890059,109.20761,42.2746948,195.0305881,47.40865832,455.5773151,83.64204129,0
12.29,7.43,22.76,1.1,98.3,31,287.2,87.2,323,68.8,577.4,94.4,0
1.26,0.58,3.49,0.058,34.5,16.79,253.4,107.9,560.8,119.5,1092,217,0
24,0.43,0.79,0.37,5.6,2.09,26.9,11.7,67.2,17.6,210,53.4,1
41.65,0.96,1.97,0.59,8.23,2.81,34.02,13.66,71.22,20.24,262.68,50.47,1
22.6,1.2,3.07,1.56,21.3,8.47,117.74,50.17,247.38,62.51,724.57,120.8,1
5.8,9.3,21.1,0.6,84,24.8,299.8,88,408.7,85.5,786.1,98.6,0
7.24,1.22,3.77,0.52,24.2,8.69,122.1,45.4,214.8,46.9,425.6,73.5,1
2.3,0.97,2.04,0.078,11.85,4.632649467,56.6,22.29,103.3,21.15158304,197.5,41.5,0
1.36,1.61,4.41,0.095,32.5,11.57,156.1,60.7,299,61.4,551,107.5,0
9.19,3.07,6.06,0.3,34.3,14.6,179,53.2,208,37.9,346,47.9,0
8.7,0.98,4.43,0.62,27.7,11.63,164,64.4,317,62.2,542,103.7,0
8.3,0.52,1.55,0.121,12.9,5.1,74,32.5,177,41.5,418,94.5,0
1.15,1.16,4.43,0.076,38.5,15.95,240.1,98.7,502,105.9,956,189.4,0
13.2,0.56,2.22,1.79,16.3,6,75.5,28.6,131.7,35.6,442,89.3,1
1.38,2.73,3.67,0.455,18.14,6.309769092,68,24.2,106.3,21.30233377,195,40.2,0
7.87,1.84,9.42,0.85,77.6,33.7,410,148,638,143,1455,230,0
6.46,3.39,6.07,0.25,34.72,12.28,147.65,52.16,227.2,49.01,432.94,78.56,0
1.976,1.73,4.45,0.126,25.51,10.05,121.94,44.56,186.31,43.25,446.66,82.9835,0
24.2,2.38,5,2.55,23.9,8.1,90.9,31.4,125.7,29.7,346,70.1,1
1.44,1.13,4.79,0.0222,23.42,12.91,135.27,33.1,144.57,48.19,674.09,113.52,0
8.227669592,1.074689671,2.608586382,0.447156869,20.50573228,6.476527384,83.76344618,32.93613933,159.7495786,31.81224669,301.1038574,59.04245707,0
2.37,1.56,4.73,0.247,27.2,10.17,130.3,47.5,228.2,44.7,405,78,1
14.7,0.644,1.84,0.242,12.63,4.85,72.7,28.72,147.9,36.98,371.5,69.7,1
1.65,0.59,3.23,0.146,26.5,11.93,184,78.8,406,87.5,789,160.5,1
16.48,1.053,1.45,0.621,8.78,3.03,41.3,17.69,101.55,22.87,249.06,60.9,1
11.45,2.47,7.83,0.13,60.2,25.7,334.6,135.2,547.7,130,1050.9,186.5,0
47.04321405,3.440573536,7.262713215,1.744570482,35.60289482,11.35906378,147.1608004,53.04453331,264.2270529,56.48362469,638.1310418,112.2055804,1
12.34,1.06,4.54,0.21,33.18,14.4,196.07,75.81,343.84,78.63,722.97,127.56,1
1.843,5.78,8.43,0.506,35.8,12.06067911,121.4,44.1,186.8,37.90174976,344,71,0
27.81361157,1.385703978,3.13786414,0.273586588,19.13174088,6.98968919,87.08289536,33.20757935,151.1352488,32.25884103,337.8353457,58.68783917,0
14.98355471,3.292542958,6.447942668,1.734349887,26.45387412,7.917228971,82.15931286,29.79053925,127.4258,26.86891438,243.5612822,51.04605067,1
58.2,1.2,2.8,0.8,20.3,6.6,90,35.5,174.5,38.3,419,79.1,0
0.48,0.41,2.19,0.02,22.8,12.4,180,69.8,296,62.4,549,81,0
14.3,1.08,4.05,0.62,20.6,8.38,94.9,36,174,38.1,289,67.1,0
17.19,0.5,1.06,0.51,6.63,2.3,26.8,11,61.3,14.85,162.5,43.79,1
57.59,4.23,6.78,2.12,34.98,13.16,163.91,67.31,362.36,83.2,980.26,208.94,0
18.1,1.57,2.83,1.08,15.2,5.13,68.2,26.7,128.4143061,30.07461758,367,77,1
51.13,3.05,8.36,1.17,41.61,14.74,187.17,69.04,300.98,65.39,622.54,119.25,0
4.980985528,2.549263125,9.037177816,0.129921388,55.6241218,20.78617367,259.0388675,90.83580291,393.6227284,80.0963412,688.4858355,128.2187454,0
9.15,0.867,2.21,0.334,11.91,4.32,53.59,20.25,90.77,21.87,237.84,47.334,1
4.464857426,0.34893067,1.187930236,0.119072782,6.633766353,2.596572901,35.87837987,14.56064009,73.98541061,17.58420764,174.7084758,37.00335374,0
4.26,3.47,8.96,0.45,57.5,20.9,265,108,504,109,1026,200,0
18.10900373,8.566194124,23.97617672,0.931413577,140.1623801,50.43038044,641.9747109,217.0610348,1001.535022,204.4029499,2074.295509,314.9338374,0
13.5,0.91,2.7,0.39,20.4,8,111,47,237,54,573,118,0
5.917332761,1.139041513,2.749754101,0.128629901,21.69922212,7.489395672,112.0762876,41.3090572,211.0375399,43.7777464,482.6616794,79.36926178,0
4.62,1.79,4.01,0.69,31.8,11.98,161.1,62.5,311,63.3,566,113.6,0
53,1.85,3.55,1.16,20.6,7.26,84.4,33.7,169.7,41.9,463,104.9,1
3.998649161,3.290829231,6.405305878,0.211086166,36.65954229,12.62224113,149.3982785,55.22661214,244.5147425,48.83477271,427.5442483,86.09342185,0
13.34,1.71,5.23,0.12,36.28,13.48,162,61.79,270,54.69,476,94.8,1
31.16094951,4.400637478,9.79770855,1.0312802,42.8220989,12.83982042,144.9126347,49.74150186,212.4980632,41.5409489,408.2557912,70.1667217,0
18,6.61,9.92,1.66,48.3,17,194.7,68.5,310.5,64.7,589,103.1,1
39.6,3.23,5.93,0.276,31.3,11.81,161.8,63.2,316,67,614,117.2,1
18.9,4.7,12.4,3.9,79,26.8,275,76.4,257,47.8,398,60,0
29.51,0.57,0.86,0.39,5.76,1.74,23.4,9.98,63.5,16.85,196.7,53.3,1
1.471,0.592,1.82,0.365,8.8,3.08,35.79,13.7,61.62,14.19,148,28.41,0
1.1,1.26,4.35,0.02,33.4,14.7,194,77.6,356,75.4,689,118,0
15.65,1.7,5.42,0.27,41.5,26.55,424.66,169.45,873.84,234.77,2882.88,723.748,0
1.175,1.04,3.43,0.067,22.87,9.68,123.8,46.57,200.94,46.17,474.38,90.161,0
4.1,3.13,6.1,0.42,28.8,9.1,105,39.8,185,42.2,388,77.2,0
21.51307605,8.089185463,11.54632706,0.760422056,63.1196688,21.07649848,241.1717297,90.6976398,370.8278773,74.48688605,667.6334069,125.1030307,0
1.61,0.5,2.24,0.148,22.2,10.78,167.6,71.4,384,83.9,777,160.3,1
15.6,0.95,1.74,0.76,9.19,2.91,39,15.4,73.78054331,17.19660806,209,44,1
23.18,1.67,5.09,0.33,30.74,12.28,155.18,63.81,296.33,61.66,570.27,116.29,1
6.594071456,4.417469657,26.14435832,2.226608966,208.1092619,65.83190887,590.4122725,148.5240892,562.9644002,90.27182401,730.9783302,107.6907708,0
0.81,0.83,4.41,0.06,30.9,13.4,181,73.2,331,72.7,668,115,0
11.68775732,0.893612623,3.27745837,0.35684719,21.16761889,8.368056271,98.03133824,39.78547821,163.2836571,37.81164065,314.4372037,63.25754839,0
0.456,0.77,3.49,0.029,28.2,10,106.9,31.5,121.7,21.61,175.9,31.8,0
9.037728191,0.643909551,3.006602129,0.468296708,24.094246,10.03116213,144.723411,51.95514812,249.1656701,56.17570008,579.398398,96.58411521,0
19.86,5.75,7.06,0.31,43.69,17.23,226.15,84.51,376.93,82.12,770.72,130.88,1
3.793752341,1.807701146,3.521756407,0.246235178,24.02564891,8.483029236,102.5760212,39.03789246,178.9845449,36.98613195,332.6629344,68.38833161,0
12.47229977,0.85,2.04,0.31,10.7,3.61,46.5,18.3,89.1,19.6,218,39.9,1
25,0.55,1.04,0.4,5.6,2.21,29.2,12.8,74.3,20.3,248,62.1,1
7.17,1.76,2.63,0.84,13.9,5.46,65.1,27,119,28.4,250,55.5,1
0.41,0.73,2.58,0.053,26.4,8.97,82.8,24,87.7,16.5,118,18.6,0
5,2,5,0.7,26,9,112,41,179,44,403,66,0
10.2,3.3,9.82,0.8,49.4,18.1,211,75.8,317,69.5,670,99.7,0
0.322,0.61,3.15,0.06,31,14.25,172.9,55.5,244,48.1,424,74.8,0
3.3,2.38,3.5,0.476,16.43,5.74,77.47,32.34,163.68,39.23,425.6,93.87,1
28.83569389,4.892319156,10.08158334,1.256263339,44.19088524,12.96815908,151.75031,50.22607319,215.3919036,41.99348659,434.7436851,70.52195238,0
40.13,6.39,9.65,3.53,37.98,12.63,139.26,51.98,229.09,49.18,489.93,96.73,0
4.08,0.518,2.28,0.251,20.8,9.35,147.6,61.09,318.9,72.89,671.1,123.9,0
0.68,0.82,1.2,0.27,2.98,0.75,6.95,2.13,10.2,2.37,17.5,3.3,0
13.8,0.94,2.08,0.38,11.1,3.8,49.9,18.8,80.1925158,18.565358,203,37,1
0.72,1,4.5,0.045,36.9,15.4,213,85,420,84,759,151,0
18.5,1.27,3.4,0.398,20.62,7.95,107.1,40.86,198.4,44.64,410.4,74.1,0
11.63665019,0.893596918,2.543972251,0.331670227,15.86644231,5.413062948,62.79719186,25.39855994,110.7396805,24.39433014,224.5927295,44.46398936,1
0.431,0.57,3.64,0.052,28,10.93,122.3,36.2,154,28.9,222.4,42.1,0
9.87,0.71,1.37,0.47,8.56,3.11,42.4,18.7,98.4,23.8,271,58.5,1
36.5,0.7,2.7,0.8,16.2,5.9,78.8,31,153.3,33.6,367.2,69.2,0
6.52,5.82,9.32,0.81,27.6,6.26,56.8,15.5,55.4,9.13,87.4,12.4,0
1.41,0.74,1.93,0.041,14.2,6.24,90.8,37.1,194,45.3,513,87,0
3.4,12.9,25.4,0.97,127,52.7,586,179,699,148.7,1355,228,0
7.7,0.62,1.72,1.22,10.5,3.9,50,19.2,89.4,23.5,299,63.1,1
6.017954317,0.896365245,1.468300918,0.144287736,9.523410717,3.620220549,49.59206536,19.84800696,99.32099892,21.78658954,214.648522,34.92771196,0
7.26,4.14,6.74,1.074,34.64,11.73,133.45,47.34,201.41,39.39,363.87,67.15,0
10.72,1.71,2.85,0.78,12.85,4.29,54.7,22.11,112.3,26.93,277.1,65.96,1
3.76,4.85,9.55,0.72,46.1,15.1,166,58.2,241,47.5,434,76,1
35.56220976,1.670751158,4.25011418,0.717155811,43.50913355,16.30792164,183.7187942,87.25563201,408.7554984,88.53229045,754.6635545,143.1836766,1
1.628,2.61,6.81,0.347,34.1,9.91,107.4,35.83,142.4,27.23,231.7,43.4,0
0.639926312,0.096080557,0.422479729,0.02999074,5.301633156,3.799146112,63.35394115,22.39406332,111.1946623,24.01778193,275.290393,43.99290944,0
12.35147893,0.802512526,3.07965698,1.179114045,26.72167757,13.28324249,199.4034309,80.26020695,448.1318781,88.27185202,823.2030916,153.3457367,1
11.2,0.9,2.3,0.3,14.1,5,61.1,22.9,103,21.6,196,38.9,1
0.94,1.29,4.64,0.1,33.9,14.3,192,74.4,335,74.2,688,113,0
10.5,6.14,13.3,0.82,41.1,14.8,193,80,370,85.6,836,156,1
12.26,4.88,7.82,2.74,28.18,7.76,77.69,24.57,96.22,21.73,228.65,45.668,1
9.366585887,1.460894618,4.589243336,0.314821894,26.98764594,11.14811432,141.6792844,56.3933422,251.9376166,59.53547606,568.9674126,107.9112572,0
1.89,0.31,0.84,0.088,5.46,2.67,37.5,16.5,92.4,25.7,325,67.9,1
6.91,5.88,10.32,1.333,54,18.33,218.01,82.77,362.96,76.14,734.02,139.42,1
18,15,26,2.3,84,24,233,76,288,63,519,87,0
7.38,8.05,16.3,0.28,79.2,27.7,326,117,478,107,1012,141,0
11.2546905,0.443400074,1.326681029,0.428971919,14.43259737,5.777449152,76.65149208,33.8391722,167.0154372,37.90633113,343.9876766,68.85402907,1
15.44088428,2.172758385,4.266013532,1.651353906,39.7265038,13.74472617,164.9192268,66.08712031,313.3123787,69.41072204,604.9865509,121.8364675,1
1.04,0.57,2.66,0.06,28.3,12.8,211,81,407,84,908,145,0
0.815,1.29,2.77,0.215,15.47,5.912059003,68.5,27.11,125.3,26.41219552,252.4,53.6,0
43.2,9.17,9.72,1.98,30.9,7.01,71.4,21.8,99.5,18.4,169,32.9,1
19.5,1.42,2.48,0.94,12.6,3.87,48.5,18.3,85.80179085,19.55718988,226,46,1
4.353943093,1.075078435,3.405542242,0.153235008,26.03737517,10.71267284,143.9874246,59.08284544,278.2769423,61.36004468,579.1371945,120.4947629,0
9.347738964,0.815294203,2.50942584,0.322544583,12.3563496,4.343422892,55.09403298,22.61924618,109.812837,24.93492594,243.2514555,52.79186283,1
15.11303756,1.465862099,3.298959656,0.424907311,15.77990746,5.448549986,65.58453212,25.15453025,119.53974,26.28443696,249.0952401,50.89915463,0
2.329,1.46,3.08,0.303,17.66,6.83,90.07,37.06,173.62,37.58,370.22,71.56,1
4.11,1.54,3.67,0.34,21.87,8.74,119.4,50.59,241.71,50.9,499.53,96.54,1
0.89,1.14,3.87,0.12,31.6,12.4,171,67.2,305,67.4,639,100,0
10.79,2.93,6.9,0.39,33.7,11.7,135.5,49.6,203.1,46,399.1,68.1,0
11.9,1.8,4.11,0.61,30.6,7.5,90.3,31.3,176,31.2,341,58.7,0
33.40111793,1.758955969,6.345873116,0.844095596,36.992227,16.60937533,224.2745126,79.6093076,385.3975315,82.09554469,878.8236803,145.3249591,0
6.05,2.72,5.52,0.85,25.99,8.77,103,36.54,148.8,33.72,356.5,46.3,0
45.7,0.68,1.13,0.55,8.59,2.53,31.72,13.82,73.72,21.67,299.09,57.03,1
2.91,0.16,1.48,0.11,10.3,3.24,42,14.9,72.1,14.9,157,26.8,0
11,2.38,2.89,0.59,9,2.84,35.9,14.2,62.1,15,182,27.4,1
27.6,3.83,6.29,1.95,27.4,8.58,104,37.8,173.4271513,38.66711799,444,86,1
30.98312153,11.84042889,18.2476767,1.189080884,88.62649424,26.96050764,335.9603332,110.0322209,498.6595647,92.28654477,941.7890491,145.1331603,0
9.982192098,1.413311899,3.370873653,0.402264178,24.80966112,8.996715262,109.8909512,44.49614643,178.6744206,40.8007495,337.2162823,69.04919511,0
14.4,1.35,2.8,1.39,12.2,3.9,39.4,13.3,54.5,13.8,158,33,1
14.04,2.72,5.05,0.909,21.32,7.076653086,74.8,25.89,113.8,23.71421763,216.2,44.52,0
2.8,0.96,3.21,0.226,27.26985837,10.08928695,162,51.13937347,252.5554863,63.02152993,662,130.5,0
1.11,0.92,2.84,0.01,26,13.2,193,84.1,408,88.4,824,161,0
16.82191377,1.797006472,5.414011106,1.046650807,39.02435284,15.1836252,209.4037453,74.15555147,338.8455062,76.34950275,751.9760802,123.5564414,0
0.555,1.99,7.63,0.093,47.5,14.92,133.7,31.9,102.4,16.32,121.9,18.58,0
11.12,2.86,1.57,1.1,40.67,14.14,174.38,67.54,327.68,68.67,648.82,133.72,1
3.680465501,1.639349528,4.551711063,0.175220603,26.66687302,9.737224212,116.4278775,44.06324874,190.08335,38.08512562,335.4370226,66.81598622,0
42.52,1.48,2.26,0.969,11.25,3.62,40.43,15.53,75.54,18.55,213.38,45.25,1
1.33,1.7,5.65,0.14,41.8,16.4,208,79.1,352,73.8,654,113,0
35.46603961,0.727756386,2.612903009,0.857654347,17.25935341,6.963035475,95.92222968,38.30300714,220.5567256,48.92711103,526.4271507,98.15955381,1
9.61,1.01,2.32,0.13,13.38,6.83,81.9,34.43,165.76,37.94,345.79,69.29,1
8.44,3.21,4.63,0.73,22.8,6.68,75.3,25.9,112,23.2,240,39.5,0
1.24,1.97,4.17,0.202,26.6,11.3,145,61,282,61,596,116,0
3.31,2.38,6.23,0.17,36.32,13.86,171.68,57.35,240.7,49.28,4434.06,775.63,0
19.12,1.33,2.24,0.799,12.99,5.23,71.04,30.14,159.83,41.33,473.32,90.34,1
24.9956056,8.73019961,14.43216693,2.035364712,81.20565073,27.59498181,352.2984711,127.7649985,595.5276018,114.9685938,1041.97423,175.6933681,0
1.05,0.87,4.06,0.049,34.9,17.19,260,109.2,582,130,1231,250,0
10.48,1.24,2.94,1.04,24,9,138,53,276,61,702,115,0
31.5,11,22.2,1.2,96.9,32,355,118,462,106,1110,189,1
6.93,2.16,5.77,0.25,23.5,9.06,103,34.4,147,30.7,305,49.5,0
83.76761335,3.420925842,6.442822414,2.831256453,37.65063568,12.83204129,152.2380037,58.8644764,267.0993659,57.14041255,534.2064247,114.3595328,1
1.12,1.75,4.58,0.29,27.4,9.66,120,45.4,201,44.2,415,70.5,0
17.02811975,6.492598811,12.20452508,1.529530994,67.81776929,22.68520223,277.1342706,98.50547643,451.8580694,88.46220211,803.0303003,129.8293005,0
49.96,1.53,2.89,1.04,14.46,5,59.56,23.76,115.21,29.17,336.98,71.95,1
29,4.43,9.14,4.17,35.2,11.2,119.9,40.5,154.1,37.8,424,84,1
8.67,2.15,2.89,0.4,15.71,6.55,88.02,35.22,159.27,38.75,447.18,87.9,1
0.59,0.79,0.94,0.18,2.46,0.76,8.04,2.99,15.8,3.7,41.3,8.13,0
12.37,5.45,13.04,1.05,49.98,18.54,223.2,77.72,316.5,64.47,572.5,92.74,0
4.587811076,1.972538211,4.194724966,0.119764031,32.1730092,16.07676668,220.348348,91.7739178,451.7701483,107.7620432,1050,208.0458931,0
3.75,2.63,5.08,0.43,21.3,4.81,40.9,10.5,34.2,5.26,44.5,5.93,0
49.5,5,8.65,2.64,33.1,10,112,44.1,195,41.3,385,78.1,1
64.77,2.57,3.24,1.03,14.22,4.55,57.99,23.74,120.85,33.94,436.91,77.71,1
15.22,0.36,2.18,1.42,16.5,6.55,91.35,38.92,200.08,52.6,602.66,108.78,1
3.57,1,3.75,0.422,30,12.72,176.7,73.2,371.6,77.1,694,141.3,0
24.16,4.66,9.31,1.94,54.19,18.1,180.39,57.67,226.44,45.14,396.51,68.41,0
16.7,0.99,1.95,0.693,11.6,4.28,56.7,24.4,128.8,31.4,343,78.4,1
65.2,2.57,7,2.07,35.5,11.5,123,45.2,189,40.9,347,77.2,1
20.39,2.6,4.66,0.15,29.36,11.64,149.86,57.58,252.18,54.65,501.81,88.29,1
24.80237401,10.92815671,18.58292537,1.601138366,84.8737343,24.91804573,307.0178818,100.3656503,443.9639889,82.54696004,828.1285863,123.3462951,0
1.582,1.4,4.39,0.09,24.2,9.37,118.47,43.47,184.63,42.65,441.41,83.549,0
60.2,1.58,3.65,1.61,21.8,6.71,84.1,31.8,167,36.6,457,88.4,1
3.5,0.97,2.59,0.2,15.4,5.52,66.3,25.2,110,23.1,221,40.9,1
1.32,2.04,6.55,0.16,45.5,18.6,238,92.9,421,89.6,816,140,0
42.92,1.39,2.37,0.95,14.46,4.59,57.41,21.72,116.66,25.45,271.62,57.97,1
32,0.46,1.69,0.57,10.3,4.01,50.8,21.1,107.9,28.8,334,70.6,1
13.4,1.23,2.33,0.48,19.2,5.93,85.3,33.9,175.6,37.7,359,77.1,1
11.16572446,1.234867965,4.127547726,0.590612805,30.30194092,11.98539831,164.9264804,56.18231096,249.9052371,55.75862055,548.7952378,88.67293733,0
9.72,1.54,3.85,0.29,35.99,12.81,164.97,63.87,314.07,63.63,579.06,114.7,1
1.28,1.61,3.24,0.102,21.6,7.4,86.5,31.98,148.3,28.82,257.1,50,0
0.357,0.7,3.45,0.05,26.8,12.56,155.7,50.8,232.1,48.4,407,72.2,0
17.17799853,2.079206443,3.385233946,0.416528709,21.49330067,8.867384487,111.4423846,49.41746374,222.6480407,58.59260247,542.5070949,120.9822593,0
1.7,2.08,4.76,0.166,25.43,9.447193029,112.2,43.2,198.2,41.04720764,383.6,78.46,0
8.55,5.22,8.96,0.54,46.9,14.4,168,57.2,243,46.3,426,68.1,0
24,4.18,9.71,1.17,50.3,17.05,200,80.3,336,75,571,122.6,1
1.44,1.49,4.26,0.09,34.8,13.5,181,71.7,319,69.5,637,104,0
130.9,3.78,10.9,1.67,69.82,26.18,299.4,114.9,495.9,105.44,989.3,185.3,1
14.23,2.6,2.68,1.207,9.03,3.05,34.94,12.45,55.67,13.69,155.56,32.102,1
5.849717933,1.740753035,4.791199073,0.210733098,26.76180297,9.396130173,113.3357278,43.46408195,192.7776209,39.7165363,350.9700618,70.41195443,0
21.93393936,2.751180854,5.355736195,0.672836421,34.32799434,12.11327591,150.4652553,57.13541111,253.0983593,52.0555911,466.4692526,91.32143312,1
13.5,0.75,2.81,1.35,13.3,5.3,65.4,25.1,113.8,29.6,367,74.1,1
14.89,1.49,11.84,0.3,12.28,4.84,66.69,28.24,137.92,31.08,306.82,65.31,1
10.22,0.76,2.18,0.304,15.45,5.92,79.2,32.1,165,34.3,335,67,1
12.82,0.48,1.8,0.1,16.16,7.12,103.07,42.59,212.22,48.26,470.89,86.25,0
14.33738503,3.332933594,8.442484728,0.293189917,60.79046813,21.19556292,261.568392,99.09402268,427.033924,82.95809719,699.7040646,134.5264344,0
61,2.7,7.4,3.6,68,25,303,136,597,123,1080,202,1
0.986,1.52,6.06,0.097,24.81,5.27,32.03,6.5,18.38,3.56,34.59,6.4525,0
46.7,1.45,2.23,0.62,9.26,3.27,41.09,18.01,100.36,30.48,430.89,82.88,1
1.56,3.94,7.76,0.37,38.2,11.2,139,48.7,229,43.7,399,75.9,0
13.6162124,7.140298117,10.2439475,4.001118321,44.05623931,12.52395304,151.4729607,49.97562661,221.6557072,49.02923155,505.0669748,89.63986118,0
1.17,2.19,3.69,0.19,27.4,9.38,112,40,166,35.6,329,52.3,0
16.82,0.73,1.72,0.4,9.4,3.6,47.5,18.9,95.8,22.3,223.7,50.3,1
34.2,3.21,5.82,0.129,42.4,19,288,121,655,126,1129,252,0
13,5.16,6.22,1.33,26,7.64,84.9,30.7,131.2,29.1,285,45.4,1
4.42,4.58,10.1,0.16,58.7,21.2,265,93.6,415,82.5,758,116,0
0.44,0.36,1.66,0.046,15.6,8.8,133,61,304,71,706,133,0
14.56946472,0.967000285,2.465288185,0.369904466,20.61174301,8.87837356,134.3141696,53.19554193,265.3711794,60.04725383,554.3313851,102.394953,0
22.7,3.48,5.29,0.151,39.1,7.8,122,48.4,218,61.5,630,125,0
4.2,3.71,5.61,1.085,26.86,9.17,120.9,44.43,213.4,48.65,461.9,77.8,1
23.74459059,1.934434779,4.8095193,0.65128197,22.90900898,8.092748323,97.77987573,35.09870226,157.8693616,33.16531979,340.20137,60.1785487,0
6.185916862,2.191982013,3.153239697,0.833078853,20.19627425,7.111230481,90.99699372,34.35395206,159.8377218,32.3072574,314.7827385,50.75707508,0
33,1.1,3.7,1.6,44,20,267,126,621,131,1210,228,1
0.91,0.64,2.08,0.11,19.47,9.27,126,48.85,225.7,48.12,453.3,85.65,0
0.872,0.919,3.61,0.213,28.75,12.32,134.59,42.48,164.88,32.23,291.93,45.86,0
3.5,0.3,1.1,0.5,8.9,3.7,51,22.3,112,26.3,257,50.1,0
12.4,2.53,4.69,0.153,63.8,16,279,114,554,122,1023,195,0
25.41404577,11.37569159,23.0360149,2.822640571,127.7953541,39.65595655,473.200016,163.1574119,709.3699887,134.7466555,1203.050558,183.8627352,0
10.2,0.624,1.09,0.401,6.48,2.3,30.2,12.6,66.4,15.6,167,38.1,1
10.6,2.91,6.32,0.36,42.3,13.9,172,64,295,57.3,486,93.6,0
12.93,2.93,6.79,1.009,42.8,15.29,206.3,77.9,374.6,82.5,767,129.3,1
59.5,5.97,16,0.17,117,46.2,597,227,1000,193,1750,277,0
20.82,1.81,3.74,0.809,19.2,6.66,90.5,35.8,185.3,43.6,413,82.4,1
60,1.32,3.61,1.57,21.6,7.89,93.1,35,174.3,39.8,409,90.7,1
8.634133849,2.001537607,5.192214947,0.183699209,28.51190036,10.05771716,122.8351199,47.40605287,219.1440483,46.5269081,442.5273378,88.95444392,0
2.34,0.57,2.86,0.201,27.2,13.11,208.3,88.7,476,100.3,939,191.1,0
12.92511626,0.981935829,4.340883009,0.052789392,40.13488002,17.61378198,245.5744168,101.3613953,476.1756782,99.83828617,900.7556969,186.0079699,0
27.73,2.08,5.86,0.62,31.21,11.26,138.99,51.07,225.57,44.17,405.76,77.67,1
13.81,1.88,6.86,0.47,20.55,10.21,132.5,54.34,270.86,53.22,531.51,107.4,1
2.68,2,3.55,0.36,23.30508653,7.550020669,87,30.51908665,136.6350506,31.15272973,312.9,62.6,0
15,2.27,5.17,1.15,26,9.11,95.6,33.2,143.2,31.6,292,51.2,1
1.563,1.15,3.47,0.041,21.54,9.221749302,124.9,51.92,246.8,51.7513315,492.8,102.6,0
11.89,0.74,1.47,0.32,8.39,3.32,43.81,19.35,97.25,23.12,234.3,53.94,1
11.2,0.63,2.01,1.04,12.5,4.8,62.6,26.2,123.5,32.5,422,90.8,1
43.76598806,2.069207272,5.74695044,0.608222719,37.18267791,15.25959227,183.5887529,64.18366408,302.8800433,61.15618655,595.3164885,102.977164,1
2.227,1.87,4.33,0.115,23.97,9.664959733,119.7,47.5,220.2,45.2266384,430.3,87.2,0
2.39,0.59,3.15,0.199,31.2,14.68,229,98.2,521,108.8,1001,206.2,1
10.7,0.5,1.9,0.28,13.3,5,73,32,164,40,422,90,1
14.9,0.52,1.19,0.41,6.2,2.05,27.8,11.2,58.18200558,13.91456082,178,39,1
6.676978718,1.048173041,1.663227705,0.238808568,7.074188927,2.511143788,31.91047032,12.53460789,58.60854105,13.13448204,123.4178192,25.49785399,1
0.994,0.068,0.523,0.0518,3.93,2.28,35.29,16.75,93.16,23.77,265.08,56.15,0
7.148059934,12.28607022,21.7668148,2.419910217,78.54630867,20.66724415,208.4483807,68.76632123,276.283047,51.7305677,443.3557223,83.25487173,0
1.34,2.34,6.59,0.28,36.1,9.9,88.9,22.1,67.4,10.8,80.8,10.9,0
1.93,2.73,7.38,0.27,48.52,18.59,250.9,94.27,443.4,91.15,801.5,144,0
21.24,7.65,15.12,1.2,90.8,28.77,356.11,127.14,522.93,112.3,977.06,152.59,1
152.1,46.3,55,18,190,48.9,446.5,128.6,463.3,84.7,666.3,99.1,0
7.38,1.7,2.66,0.805,11.35,4.21,52.05,20.46,95.2,24.26,273.55,63.86333333,1
177.7,3.26,10.8,2.1,54.13,16.81,195.4,68.27,298.5,62.83,583.3,105,1
1.384,1.49,5.17,0.129,32.06,12.55,132.14,40.92,153.62,30.08,269.27,43.82,0
0.8,0.48,1.04,0.17,3.85,1.1,11.6,4.64,20.6,4.92,51.2,9.24,0
269.1263381,15.26181975,16.51162295,5.637223053,108.3316463,38.24960437,412.4706994,173.8746679,701.0790307,193.9596237,1502.393929,436.087599,1
19.62,2.87,2.69,1.59,22.24,8.82,122.47,53.85,291.23,75.19,783.56,173.04,1
0.94,1.13,3.69,0.05,25,9.6,124,50.4,224,48.4,445,77.5,0
